skill_id;original_skill;category;skill_name
77;PS;Supply Chain;[Pp]roject [Ss]ystems?
77;PS;Supply Chain;PS
78;QM;Supply Chain;[Qq]uality [Mm]anagement
78;QM;Supply Chain;QM
79;SCM;Supply Chain;[Ss]upply [Cc]hain [Mm]anagement
79;SCM;Supply Chain;SCM
80;SD;Supply Chain;[Ss]ales and [Dd]istributions?
80;SD;Supply Chain;[Ss]ales & [Dd]istributions?
80;SD;Supply Chain;SD
81;SRM;Supply Chain;SRM
82;TM - Transportation Management;Supply Chain;[Tt]ransportation [Mm]anagement
82;TM - Transportation Management;Supply Chain;TM
83;VC - Variant Configuration;Supply Chain;[Vv]ariant [Cc]onfiguration
83;VC - Variant Configuration;Supply Chain;VC
84;WM;Supply Chain;[Ww]arehouse [Mm]anagement
84;WM;Supply Chain;WM
